district_id	district_name	n_cases
LK-11	Colombo	15110
LK-11-CMC	CMC	3073
LK-12	Gampaha	15910
LK-13	Kalutara	5010
LK-13-NIHS	NIHS	906
LK-21	Kandy	5111
LK-22	Matale	799
LK-23	Nuwaraeliya	521
LK-31	Galle	4260
LK-32	Matara	5330
LK-33	Hambantota	2117
LK-41	Jaffna	812
LK-42	Mannar	85
LK-43	Vavuniya	128
LK-44	Mullaitivu	47
LK-45	Kilinochchi	73
LK-51	Batticaloa	1324
LK-52	Ampara	541
LK-52-Kalmunai	Kalmunai	879
LK-53	Trincomalee	613
LK-61	Kurunegala	2092
LK-62	Puttalam	1573
LK-71	Anuradhapura	728
LK-72	Polonnaruwa	615
LK-81	Badulla	1066
LK-82	Monaragala	960
LK-91	Ratnapura	4295
LK-92	Kegalle	2066
