district_id	district_name	n_cases
LK-11	Colombo	18842
LK-11-CMC	CMC	3824
LK-12	Gampaha	20248
LK-13	Kalutara	6122
LK-13-NIHS	NIHS	1251
LK-21	Kandy	6931
LK-22	Matale	984
LK-23	Nuwaraeliya	732
LK-31	Galle	5201
LK-32	Matara	6125
LK-33	Hambantota	2517
LK-41	Jaffna	953
LK-42	Mannar	94
LK-43	Vavuniya	165
LK-44	Mullaitivu	75
LK-45	Kilinochchi	91
LK-51	Batticaloa	1519
LK-52	Ampara	662
LK-52-Kalmunai	Kalmunai	1101
LK-53	Trincomalee	678
LK-61	Kurunegala	2682
LK-62	Puttalam	2062
LK-71	Anuradhapura	942
LK-72	Polonnaruwa	748
LK-81	Badulla	1491
LK-82	Monaragala	1187
LK-91	Ratnapura	5047
LK-92	Kegalle	2761
