district_id	district_name	n_cases
LK-11	Colombo	11392
LK-11-CMC	CMC	2417
LK-12	Gampaha	11006
LK-13	Kalutara	3677
LK-13-NIHS	NIHS	601
LK-21	Kandy	3332
LK-22	Matale	599
LK-23	Nuwaraeliya	303
LK-31	Galle	3220
LK-32	Matara	4007
LK-33	Hambantota	1595
LK-41	Jaffna	662
LK-42	Mannar	59
LK-43	Vavuniya	85
LK-44	Mullaitivu	35
LK-45	Kilinochchi	55
LK-51	Batticaloa	1161
LK-52	Ampara	370
LK-52-Kalmunai	Kalmunai	727
LK-53	Trincomalee	525
LK-61	Kurunegala	1437
LK-62	Puttalam	1021
LK-71	Anuradhapura	462
LK-72	Polonnaruwa	433
LK-81	Badulla	682
LK-82	Monaragala	700
LK-91	Ratnapura	3333
LK-92	Kegalle	1510
