district_id	district_name	n_deaths
LK-11	Colombo	14
LK-12	Gampaha	7
LK-13	Kalutara	2
LK-13-NIHS	NIHS Kalutara	1
LK-21	Kandy	3
LK-31	Galle	2
LK-32	Matara	2
LK-33	Hambantota	2
LK-51	Batticaloa	1
LK-53	Trincomalee	1
LK-62	Puttalam	1
LK-72	Polonnaruwa	1
LK-91	Ratnapura	2
