district_id	district_name	n_cases
LK-11	Colombo	18709
LK-11-CMC	CMC	3792
LK-12	Gampaha	20081
LK-13	Kalutara	6093
LK-13-NIHS	NIHS	1226
LK-21	Kandy	6846
LK-22	Matale	980
LK-23	Nuwaraeliya	725
LK-31	Galle	5170
LK-32	Matara	6099
LK-33	Hambantota	2510
LK-41	Jaffna	943
LK-42	Mannar	94
LK-43	Vavuniya	164
LK-44	Mullaitivu	75
LK-45	Kilinochchi	91
LK-51	Batticaloa	1510
LK-52	Ampara	654
LK-52-Kalmunai	Kalmunai	1076
LK-53	Trincomalee	676
LK-61	Kurunegala	2655
LK-62	Puttalam	2045
LK-71	Anuradhapura	939
LK-72	Polonnaruwa	744
LK-81	Badulla	1480
LK-82	Monaragala	1176
LK-91	Ratnapura	2724
LK-92	Kegalle	2724
