district_id	district_name	n_cases
LK-11	Colombo	12017
LK-11-CMC	CMC	2514
LK-12	Gampaha	11740
LK-13	Kalutara	3955
LK-13-NIHS	NIHS	650
LK-21	Kandy	3575
LK-22	Matale	634
LK-23	Nuwaraeliya	333
LK-31	Galle	3364
LK-32	Matara	4262
LK-33	Hambantota	1690
LK-41	Jaffna	694
LK-42	Mannar	61
LK-43	Vavuniya	91
LK-44	Mullaitivu	35
LK-45	Kilinochchi	55
LK-51	Batticaloa	1201
LK-52	Ampara	411
LK-52-Kalmunai	Kalmunai	768
LK-53	Trincomalee	552
LK-61	Kurunegala	1540
LK-62	Puttalam	1091
LK-71	Anuradhapura	492
LK-72	Polonnaruwa	464
LK-81	Badulla	742
LK-82	Monaragala	750
LK-91	Ratnapura	3530
LK-92	Kegalle	1599
