MOH Area	Cases reported	
	Week 36	Week 37
Kalutara District		
Panadura	12	13
SOUTHERN PROVINCE		
Galle District		
MC-Galle	10	16
CENTRAL PROVINCE		
Kandy District		
Kandy MC	31	25
Kundasale	11	13
Pasbage	20	14
Udunuwara	10	14
Waththegama	16	15
Werellagama	7	15
