MOH Area	Cases reported	
	Week 36	Week 37
Yatinuwara	18	16
SABARAGAMUWA PROVINCE		
Kegalle District		
Mawanella	8	12
Ruwanwella	6	11
Warakapola	9	12
NORTH WESTERN PROVINCE		
Puttalam District		
Wennappuwa	10	11
