district_id	district_name	n_cases
LK-11	Colombo	10695
LK-11-CMC	CMC	2315
LK-12	Gampaha	9830
LK-13	Kalutara	3415
LK-13-NIHS	NIHS	548
LK-21	Kandy	2931
LK-22	Matale	543
LK-23	Nuwaraeliya	260
LK-31	Galle	2939
LK-32	Matara	3584
LK-33	Hambantota	1513
LK-41	Jaffna	640
LK-42	Mannar	53
LK-43	Vavuniya	84
LK-44	Mullaitivu	35
LK-45	Kilinochchi	50
LK-51	Batticaloa	1129
LK-52	Ampara	343
LK-52-Kalmunai	Kalmunai	701
LK-53	Trincomalee	516
LK-61	Kurunegala	1281
LK-62	Puttalam	955
LK-71	Anuradhapura	411
LK-72	Polonnaruwa	399
LK-81	Badulla	619
LK-82	Monaragala	652
LK-91	Ratnapura	3198
LK-92	Kegalle	1410
