MOH Area	Cases reported	
	Week 18	Week 19
Panadura	16	20
SOUTHERN PROVINCE		
Matara District		
Matara MC 18 27		
Hambantota		
Katuwana 4 11		
CENTRAL PROVINCE		
Kandy District		
Gangawata Korale	6	11
Yatinuwara	10	17
EASTERN PROVINCE		
Batticaloa District		
Batticaloa 9 15		
Kalmunai District		
Addalaichchenai 14 18		
