district_id	district_name	n_cases
LK-11	Colombo	18245
LK-11-CMC	CMC	3700
LK-12	Gampaha	19631
LK-13	Kalutara	5951
LK-13-NIHS	NIHS	1198
LK-21	Kandy	6613
LK-22	Matale	956
LK-23	Nuwaraeliya	705
LK-31	Galle	5039
LK-32	Matara	6036
LK-33	Hambantota	2458
LK-41	Jaffna	925
LK-42	Mannar	92
LK-43	Vavuniya	161
LK-44	Mullaitivu	73
LK-45	Kilinochchi	90
LK-51	Batticaloa	1477
LK-52	Ampara	625
LK-52-Kalmunai	Kalmunai	1039
LK-53	Trincomalee	666
LK-61	Kurunegala	2594
LK-62	Puttalam	1992
LK-71	Anuradhapura	894
LK-72	Polonnaruwa	725
LK-81	Badulla	1424
LK-82	Monaragala	1144
LK-91	Ratnapura	4935
LK-92	Kegalle	2623
