Hospital		Average Midnight Total		
		Week 25 Week 26		
LRH		56	61	
DGH - Horana		45	58	
BH - Tangalle		38	56	
BH - Kamburupitiya		37	49	
DGH - Avissawella		36	36	-
BH - Marawila		27	35	
PGH - Badulla		27	33	
BH - Gampola		19	31	
DGH - Embilipitiya		22	31	
DGH - Hambantota		24	30	
BH - Balangoda		21	30	
TH - Kuliyapitiya		23	26	
BH - Wathupitiwala		19	25	
TH - Anuradhapura		18	24	
