district_id	district_name	n_deaths
LK-11	Colombo RDHS	14
LK-11-CMC	CMC	1
LK-12	Gampaha	11
LK-13	Kalutara RDHS	5
LK-21	Kandy	4
LK-22	Matale	1
LK-23	NuwaraEliya	1
LK-31	Galle	3
LK-32	Matara	8
LK-33	Hambantota	2
LK-51	Batticaloa	1
LK-53	Trincomalee	1
LK-61	Kurunegala	3
LK-62	Puttalam	2
LK-71	Anuradhapura	1
LK-72	Polonnaruwa	1
LK-81	Badulla	1
LK-91	Ratnapura	5
LK-92	Kegalle	3
