district_id	district_name	n_cases
LK-11	Colombo	18588
LK-11-CMC	CMC	3763
LK-12	Gampaha	19945
LK-13	Kalutara	6059
LK-13-NIHS	NIHS	1218
LK-21	Kandy	6786
LK-22	Matale	972
LK-23	Nuwaraeliya	718
LK-31	Galle	5133
LK-32	Matara	6082
LK-33	Hambantota	2504
LK-41	Jaffna	938
LK-42	Mannar	94
LK-43	Vavuniya	161
LK-44	Mullaitivu	74
LK-45	Kilinochchi	91
LK-51	Batticaloa	1497
LK-52	Ampara	642
LK-52-Kalmunai	Kalmunai	1063
LK-53	Trincomalee	671
LK-61	Kurunegala	2643
LK-62	Puttalam	2028
LK-71	Anuradhapura	930
LK-72	Polonnaruwa	739
LK-81	Badulla	1463
LK-82	Monaragala	1168
LK-91	Ratnapura	4981
LK-92	Kegalle	2684
