Average Midnight Total Hospital Week 23 Week 24			
DGH - Horana	38	40	
DGH - Gampaha	28	37	
BH - Tangalle	22	32	
DGH-Avissawella	27	32	
BH - Kamburupitiya	18	24	
PGH - Badulla	15	22	
TH - Kuliyapitiya	7	20	
DGH - Chilaw	6	18	
BH - Gampola	8	15	
BH - Balangoda	10	15	
BH - Kahawatta	16	14	
DGH - Nawalapitiya	10	13	
BH - Minuwangoda	10	13	
DGH - Polonnaruwa	7	13	
DGH - Embilipitiya	7	12	
