district_id	district_name	n_cases
LK-11	Colombo	18914
LK-11-CMC	CMC	3840
LK-12	Gampaha	20348
LK-13	Kalutara	6149
LK-13-NIHS	NIHS	1255
LK-21	Kandy	6977
LK-22	Matale	989
LK-23	Nuwaraeliya	744
LK-31	Galle	5215
LK-32	Matara	6137
LK-33	Hambantota	2534
LK-41	Jaffna	962
LK-42	Mannar	95
LK-43	Vavuniya	165
LK-44	Mullaitivu	75
LK-45	Kilinochchi	91
LK-51	Batticaloa	1524
LK-52	Ampara	672
LK-52-Kalmunai	Kalmunai	1105
LK-53	Trincomalee	680
LK-61	Kurunegala	2694
LK-62	Puttalam	2085
LK-71	Anuradhapura	957
LK-72	Polonnaruwa	749
LK-81	Badulla	1497
LK-82	Monaragala	1193
LK-91	Ratnapura	5067
LK-92	Kegalle	2780
