district_id	district_name	n_cases
LK-11	Colombo	13355
LK-11-CMC	CMC	2736
LK-12	Gampaha	13556
LK-13	Kalutara	4425
LK-13-NIHS	NIHS	756
LK-21	Kandy	4196
LK-22	Matale	693
LK-23	Nuwaraeliya	391
LK-31	Galle	3819
LK-32	Matara	4699
LK-33	Hambantota	1854
LK-41	Jaffna	737
LK-42	Mannar	68
LK-43	Vavuniya	112
LK-44	Mullaitivu	40
LK-45	Kilinochchi	65
LK-51	Batticaloa	1261
LK-52	Ampara	457
LK-52-Kalmunai	Kalmunai	818
LK-53	Trincomalee	580
LK-61	Kurunegala	1759
LK-62	Puttalam	1259
LK-71	Anuradhapura	569
LK-72	Polonnaruwa	544
LK-81	Badulla	891
LK-82	Monaragala	830
LK-91	Ratnapura	3825
LK-92	Kegalle	1769
