district_id	district_name	n_cases
LK-11	Colombo	13563
LK-11-CMC	CMC	2782
LK-12	Gampaha	13795
LK-13	Kalutara	4509
LK-13-NIHS	NIHS	778
LK-21	Kandy	4276
LK-22	Matale	701
LK-23	Nuwaraeliya	402
LK-31	Galle	3867
LK-32	Matara	4772
LK-33	Hambantota	1873
LK-41	Jaffna	746
LK-42	Mannar	68
LK-43	Vavuniya	116
LK-44	Mullaitivu	40
LK-45	Kilinochchi	66
LK-51	Batticaloa	1263
LK-52	Ampara	465
LK-52-Kalmunai	Kalmunai	821
LK-53	Trincomalee	584
LK-61	Kurunegala	1784
LK-62	Puttalam	1292
LK-71	Anuradhapura	585
LK-72	Polonnaruwa	554
LK-81	Badulla	914
LK-82	Monaragala	846
LK-91	Ratnapura	3899
LK-92	Kegalle	1782
