district_id	district_name	n_cases
LK-11	Colombo	16716
LK-11-CMC	CMC	3429
LK-12	Gampaha	17850
LK-13	Kalutara	5493
LK-13-NIHS	NIHS	1064
LK-21	Kandy	5815
LK-22	Matale	841
LK-23	Nuwaraeliya	621
LK-31	Galle	4641
LK-32	Matara	5730
LK-33	Hambantota	2285
LK-41	Jaffna	853
LK-42	Mannar	89
LK-43	Vavuniya	144
LK-44	Mullaitivu	49
LK-45	Kilinochchi	79
LK-51	Batticaloa	1388
LK-52	Ampara	586
LK-52-Kalmunai	Kalmunai	937
LK-53	Trincomalee	622
LK-61	Kurunegala	2361
LK-62	Puttalam	1774
LK-71	Anuradhapura	778
LK-72	Polonnaruwa	684
LK-81	Badulla	1256
LK-82	Monaragala	1064
LK-91	Ratnapura	4617
LK-92	Kegalle	2325
