district_id	district_name	n_cases
LK-11	Colombo	18953
LK-11-CMC	CMC	3845
LK-12	Gampaha	20386
LK-13	Kalutara	6164
LK-13-NIHS	NIHS	1259
LK-21	Kandy	7006
LK-22	Matale	991
LK-23	Nuwaraeliya	749
LK-31	Galle	5219
LK-32	Matara	6139
LK-33	Hambantota	2537
LK-41	Jaffna	965
LK-42	Mannar	95
LK-43	Vavuniya	165
LK-44	Mullaitivu	75
LK-45	Kilinochchi	91
LK-51	Batticaloa	1529
LK-52	Ampara	673
LK-52-Kalmunai	Kalmunai	1114
LK-53	Trincomalee	680
LK-61	Kurunegala	2703
LK-62	Puttalam	2093
LK-71	Anuradhapura	957
LK-72	Polonnaruwa	749
LK-81	Badulla	1498
LK-82	Monaragala	1196
LK-91	Ratnapura	5076
LK-92	Kegalle	2789
