district_id	district_name	n_cases
LK-11	Colombo	11811
LK-11-CMC	CMC	2487
LK-12	Gampaha	11443
LK-13	Kalutara	3874
LK-13-NIHS	NIHS	638
LK-21	Kandy	3471
LK-22	Matale	607
LK-23	Nuwaraeliya	327
LK-31	Galle	3318
LK-32	Matara	4190
LK-33	Hambantota	1676
LK-41	Jaffna	680
LK-42	Mannar	61
LK-43	Vavuniya	91
LK-44	Mullaitivu	35
LK-45	Kilinochchi	55
LK-51	Batticaloa	1182
LK-52	Ampara	403
LK-52-Kalmunai	Kalmunai	745
LK-53	Trincomalee	544
LK-61	Kurunegala	1514
LK-62	Puttalam	1079
LK-71	Anuradhapura	480
LK-72	Polonnaruwa	450
LK-81	Badulla	722
LK-82	Monaragala	736
LK-91	Ratnapura	3481
LK-92	Kegalle	1568
