MOH Area	Cases reported	
	Week 35	Week 36
Matara District		
Weligama	7	11
Galle District		
MC-Galle	15	10
CENTRAL PROVINCE		
Kandy District		
Kandy MC	29	32
Kundasale	10	11
Pasbage	11	21
Udunuwara	9	10
Waththegama	8	16
Yatinuwara	14	18
SABARAGAMUWA PROVINCE		
Kegalle District		
